Gene name	Gene stable ID
ddx17	ENSDARG00000114665
	ENSDARG00000082652
	ENSDARG00000101274
U6	ENSDARG00000113337
	ENSDARG00000100113
dnajb5	ENSDARG00000116664
	ENSDARG00000102835
	ENSDARG00000109640
5S_rRNA	ENSDARG00000107950
	ENSDARG00000112190
U6	ENSDARG00000112860
creb3l3a	ENSDARG00000115318
U2	ENSDARG00000082734
trim13	ENSDARG00000110876
	ENSDARG00000080744
5S_rRNA	ENSDARG00000080504
chka	ENSDARG00000115973
zgc:195170	ENSDARG00000076264
U6	ENSDARG00000113996
U1	ENSDARG00000115827
5S_rRNA	ENSDARG00000109265
U6	ENSDARG00000104565
	ENSDARG00000104407
ptpn11b	ENSDARG00000114232
5S_rRNA	ENSDARG00000114765
Metazoa_SRP	ENSDARG00000113540
msna	ENSDARG00000114614
	ENSDARG00000116128
	ENSDARG00000115454
5S_rRNA	ENSDARG00000108662
cntn4	ENSDARG00000109387
	ENSDARG00000080499
pcdh1g31	ENSDARG00000109456
5S_rRNA	ENSDARG00000080667
hsp90b1	ENSDARG00000114206
capzb	ENSDARG00000100252
mir26a-2	ENSDARG00000086601
	ENSDARG00000089894
5S_rRNA	ENSDARG00000080309
dre-mir-103	ENSDARG00000081583
5S_rRNA	ENSDARG00000109883
	ENSDARG00000101621
pdlim3b	ENSDARG00000111275
	ENSDARG00000099081
5S_rRNA	ENSDARG00000106976
upf3a	ENSDARG00000111067
	ENSDARG00000103451
scel	ENSDARG00000110476
5S_rRNA	ENSDARG00000108365
uros	ENSDARG00000027491
	ENSDARG00000115498
	ENSDARG00000101994
	ENSDARG00000084411
zgc:101559	ENSDARG00000112819
	ENSDARG00000102139
5S_rRNA	ENSDARG00000082506
	ENSDARG00000026246
bcl6aa	ENSDARG00000116260
	ENSDARG00000112091
c8a	ENSDARG00000039516
5S_rRNA	ENSDARG00000116876
zgc:110329	ENSDARG00000110423
5S_rRNA	ENSDARG00000107502
	ENSDARG00000112983
mex3a	ENSDARG00000076638
scn8ab	ENSDARG00000112543
cdc42l2	ENSDARG00000109454
5S_rRNA	ENSDARG00000112886
	ENSDARG00000099154
	ENSDARG00000115102
	ENSDARG00000111646
si:dkey-98f17.5	ENSDARG00000116489
5S_rRNA	ENSDARG00000102039
ADGRA3	ENSDARG00000073673
	ENSDARG00000112715
5S_rRNA	ENSDARG00000111706
zgc:65895	ENSDARG00000034086
	ENSDARG00000111937
	ENSDARG00000115180
5S_rRNA	ENSDARG00000106466
	ENSDARG00000110154
pax10	ENSDARG00000111379
5S_rRNA	ENSDARG00000084043
tnca	ENSDARG00000078362
	ENSDARG00000114812
med24	ENSDARG00000099431
U6	ENSDARG00000115734
	ENSDARG00000111620
adad1	ENSDARG00000089181
	ENSDARG00000110787
5S_rRNA	ENSDARG00000112186
gzmk	ENSDARG00000113591
pdgfaa	ENSDARG00000115665
psmc6	ENSDARG00000111223
myl10	ENSDARG00000062592
5S_rRNA	ENSDARG00000109069
igfbp6b	ENSDARG00000090833
	ENSDARG00000115482
U6	ENSDARG00000102220
5S_rRNA	ENSDARG00000080319
eef2a.2	ENSDARG00000111159
Metazoa_SRP	ENSDARG00000098483
	ENSDARG00000114652
tm4sf21a	ENSDARG00000116375
	ENSDARG00000109748
WFS1	ENSDARG00000062341
dachc	ENSDARG00000109556
si:dkey-63j12.4	ENSDARG00000113720
	ENSDARG00000111815
ccdc83	ENSDARG00000077179
acsl1a	ENSDARG00000109220
	ENSDARG00000103823
urad	ENSDARG00000115541
cyp7a1b	ENSDARG00000004051
foxi2	ENSDARG00000116791
	ENSDARG00000110561
grm5b	ENSDARG00000102067
rab11fip5b	ENSDARG00000101188
	ENSDARG00000038392
rorca	ENSDARG00000111082
zmp:0000000652	ENSDARG00000055334
tuft1a	ENSDARG00000115368
	ENSDARG00000000370
	ENSDARG00000091230
enpp4	ENSDARG00000110396
lpin1a	ENSDARG00000112314
	ENSDARG00000079107
htr1ab	ENSDARG00000113207
lrsam1	ENSDARG00000110826
SAMD9	ENSDARG00000102729
eif4e1c	ENSDARG00000116158
LAMP1	ENSDARG00000100181
	ENSDARG00000069362
otpa	ENSDARG00000014201
nitr2a	ENSDARG00000068018
	ENSDARG00000117179
	ENSDARG00000076768
crhr2	ENSDARG00000103704
nadk2	ENSDARG00000113531
	ENSDARG00000112019
	ENSDARG00000110355
cbln13	ENSDARG00000114505
wdr44	ENSDARG00000117103
nme2b.2	ENSDARG00000099420
	ENSDARG00000110309
cdk1	ENSDARG00000110840
hsh2d	ENSDARG00000110717
	ENSDARG00000112057
	ENSDARG00000035193
zgc:152951	ENSDARG00000113135
slc6a6b	ENSDARG00000098438
ins	ENSDARG00000116735
esrrb	ENSDARG00000100847
cacnb3a	ENSDARG00000113797
plppr2a	ENSDARG00000101478
	ENSDARG00000111960
	ENSDARG00000113213
dennd10	ENSDARG00000115900
	ENSDARG00000111393
	ENSDARG00000109579
	ENSDARG00000116563
kcnip1b	ENSDARG00000111766
mroh1	ENSDARG00000112377
gltpb	ENSDARG00000115116
ATE1	ENSDARG00000103813
	ENSDARG00000110748
agpat9l	ENSDARG00000109952
zgc:173545	ENSDARG00000113414
ropn1l	ENSDARG00000114122
gabarapa	ENSDARG00000110690
	ENSDARG00000114766
	ENSDARG00000099015
	ENSDARG00000074984
mta3	ENSDARG00000113436
dnajc17	ENSDARG00000104959
zgc:55733	ENSDARG00000103845
pcdh1g22	ENSDARG00000112282
yap1	ENSDARG00000112952
sox17	ENSDARG00000101717
	ENSDARG00000116094
	ENSDARG00000109240
	ENSDARG00000101453
	ENSDARG00000074844
mrap2b	ENSDARG00000103050
	ENSDARG00000114879
	ENSDARG00000079483
fsd1	ENSDARG00000062017
tp53rk	ENSDARG00000112667
chd8	ENSDARG00000111419
	ENSDARG00000053746
wasf3b	ENSDARG00000116913
	ENSDARG00000115487
	ENSDARG00000114113
vill	ENSDARG00000001909
bub1bb	ENSDARG00000074927
trpm1b	ENSDARG00000103476
	ENSDARG00000100979
	ENSDARG00000109671
plekhm1	ENSDARG00000114703
cyp11a1.1	ENSDARG00000111941
	ENSDARG00000034063
	ENSDARG00000111969
	ENSDARG00000112760
enpp7.2	ENSDARG00000113679
	ENSDARG00000113678
	ENSDARG00000116494
	ENSDARG00000109692
	ENSDARG00000103580
barhl1b	ENSDARG00000113145
tnnt2e	ENSDARG00000109924
	ENSDARG00000091235
SERINC3	ENSDARG00000086133
blf	ENSDARG00000043126
	ENSDARG00000079269
	ENSDARG00000080450
slc2a12	ENSDARG00000113590
SIPA1	ENSDARG00000076697
5S_rRNA	ENSDARG00000083914
	ENSDARG00000111767
5S_rRNA	ENSDARG00000113860
5S_rRNA	ENSDARG00000080842
cebp1	ENSDARG00000111016
	ENSDARG00000113163
htra2-6	ENSDARG00000095444
5S_rRNA	ENSDARG00000103465
eno1a	ENSDARG00000116458
rxylt1	ENSDARG00000063414
5S_rRNA	ENSDARG00000090345
	ENSDARG00000110792
plpp2a	ENSDARG00000002231
	ENSDARG00000111537
dbt	ENSDARG00000110773
c5	ENSDARG00000021004
SNORA62	ENSDARG00000116745
ap3d1	ENSDARG00000114974
	ENSDARG00000110349
5S_rRNA	ENSDARG00000112441
klhl12	ENSDARG00000100631
5S_rRNA	ENSDARG00000085740
	ENSDARG00000114413
5S_rRNA	ENSDARG00000080661
guca1b	ENSDARG00000113862
zgc:174564	ENSDARG00000109202
5S_rRNA	ENSDARG00000110166
ncdn	ENSDARG00000098544
5S_rRNA	ENSDARG00000113419
mat1a	ENSDARG00000115975
sprtn	ENSDARG00000104709
	ENSDARG00000111788
5S_rRNA	ENSDARG00000111654
	ENSDARG00000109525
5S_rRNA	ENSDARG00000114119
	ENSDARG00000112349
	ENSDARG00000103510
	ENSDARG00000105048
klhl13	ENSDARG00000115063
5S_rRNA	ENSDARG00000106710
	ENSDARG00000043131
zgc:113229	ENSDARG00000117068
5S_rRNA	ENSDARG00000083615
rae1	ENSDARG00000007196
5S_rRNA	ENSDARG00000112559
	ENSDARG00000077036
mmp21	ENSDARG00000112495
5S_rRNA	ENSDARG00000114096
prnpa	ENSDARG00000113995
	ENSDARG00000112712
	ENSDARG00000114610
U6	ENSDARG00000114228
	ENSDARG00000111386
zgc:77614	ENSDARG00000113604
Metazoa_SRP	ENSDARG00000116946
Metazoa_SRP	ENSDARG00000111095
	ENSDARG00000113706
dre-let-7i	ENSDARG00000082738
rpl28	ENSDARG00000005791
	ENSDARG00000114933
pard6a	ENSDARG00000115700
	ENSDARG00000110088
faxdc2	ENSDARG00000023820
dre-mir-430b-8	ENSDARG00000109546
	ENSDARG00000112583
	ENSDARG00000109592
si:ch211-14a17.11	ENSDARG00000112463
	ENSDARG00000100106
rab1ba	ENSDARG00000058044
	ENSDARG00000098983
AMZ2	ENSDARG00000089248
gc	ENSDARG00000089310
	ENSDARG00000112038
adra1aa	ENSDARG00000028725
	ENSDARG00000110428
	ENSDARG00000110480
sult3st5	ENSDARG00000109868
	ENSDARG00000111496
fam167aa	ENSDARG00000112798
tle3a	ENSDARG00000115825
socs7	ENSDARG00000114903
scrt2	ENSDARG00000056175
fam98a	ENSDARG00000109752
	ENSDARG00000116207
coa3a	ENSDARG00000100585
pkn2b	ENSDARG00000116168
5S_rRNA	ENSDARG00000085818
aldh2.1	ENSDARG00000089924
	ENSDARG00000110579
si:ch211-245j22.3	ENSDARG00000041379
	ENSDARG00000039063
5S_rRNA	ENSDARG00000081540
etnppl	ENSDARG00000035544
	ENSDARG00000114400
	ENSDARG00000111079
	ENSDARG00000098841
5S_rRNA	ENSDARG00000107169
	ENSDARG00000112300
5S_rRNA	ENSDARG00000113052
	ENSDARG00000091817
5S_rRNA	ENSDARG00000082878
	ENSDARG00000115887
5S_rRNA	ENSDARG00000084095
	ENSDARG00000115236
5S_rRNA	ENSDARG00000099863
eif4g2a	ENSDARG00000020377
barhl2	ENSDARG00000114681
ttbk2b	ENSDARG00000113798
5S_rRNA	ENSDARG00000116935
paf1	ENSDARG00000098432
	ENSDARG00000103767
gna11a	ENSDARG00000111208
nkl.4	ENSDARG00000111711
btbd6b	ENSDARG00000114044
epha4b	ENSDARG00000011600
neurl2	ENSDARG00000110488
	ENSDARG00000100324
si:dkey-7k24.5	ENSDARG00000113691
5S_rRNA	ENSDARG00000106225
5S_rRNA	ENSDARG00000106928
ARHGAP6	ENSDARG00000111170
nudt8	ENSDARG00000007722
	ENSDARG00000113940
kdelr3	ENSDARG00000040912
	ENSDARG00000056806
hnrnph3	ENSDARG00000114248
5S_rRNA	ENSDARG00000107213
	ENSDARG00000115195
cxcl18a.1	ENSDARG00000111840
	ENSDARG00000115737
5S_rRNA	ENSDARG00000108596
kazna	ENSDARG00000115100
yju2b	ENSDARG00000113467
U1	ENSDARG00000098427
	ENSDARG00000069333
rassf8a	ENSDARG00000045596
5S_rRNA	ENSDARG00000108154
	ENSDARG00000113158
ttll12	ENSDARG00000103537
5S_rRNA	ENSDARG00000084045
srp68	ENSDARG00000020820
	ENSDARG00000114477
5S_rRNA	ENSDARG00000104711
arxb	ENSDARG00000101523
5S_rRNA	ENSDARG00000080256
im:7151449	ENSDARG00000086724
mosmoa	ENSDARG00000088258
5S_rRNA	ENSDARG00000106244
U1	ENSDARG00000113412
5S_rRNA	ENSDARG00000114627
syt1b	ENSDARG00000112484
tmed7	ENSDARG00000046022
	ENSDARG00000110173
5S_rRNA	ENSDARG00000112211
5S_rRNA	ENSDARG00000104876
5S_rRNA	ENSDARG00000112378
gria4b	ENSDARG00000115594
5S_rRNA	ENSDARG00000113230
5S_rRNA	ENSDARG00000107942
5S_rRNA	ENSDARG00000111052
5S_rRNA	ENSDARG00000112707
5S_rRNA	ENSDARG00000115172
	ENSDARG00000084995
	ENSDARG00000116245
tmprss2	ENSDARG00000098686
naga	ENSDARG00000099313
5S_rRNA	ENSDARG00000112806
U1	ENSDARG00000102390
psmd9	ENSDARG00000006300
U3	ENSDARG00000110937
5S_rRNA	ENSDARG00000106275
alox5a	ENSDARG00000110148
Vault	ENSDARG00000116538
5S_rRNA	ENSDARG00000115526
U6	ENSDARG00000116189
5S_rRNA	ENSDARG00000113322
mir196d	ENSDARG00000081098
	ENSDARG00000100761
5S_rRNA	ENSDARG00000114423
dre-mir-1788	ENSDARG00000080888
avil	ENSDARG00000059342
	ENSDARG00000116279
ddhd1b	ENSDARG00000113512
	ENSDARG00000109461
5S_rRNA	ENSDARG00000098864
neff2	ENSDARG00000110707
SNTA1	ENSDARG00000098420
mtf1	ENSDARG00000102898
5S_rRNA	ENSDARG00000108349
5S_rRNA	ENSDARG00000116056
5S_rRNA	ENSDARG00000107196
5S_rRNA	ENSDARG00000101311
	ENSDARG00000111619
U8	ENSDARG00000115663
	ENSDARG00000085829
	ENSDARG00000021882
eif4a1b	ENSDARG00000116907
	ENSDARG00000116080
5S_rRNA	ENSDARG00000111741
ARMC6	ENSDARG00000103770
5S_rRNA	ENSDARG00000115773
	ENSDARG00000111801
U6	ENSDARG00000113475
	ENSDARG00000100370
U6	ENSDARG00000110195
	ENSDARG00000087148
	ENSDARG00000084532
	ENSDARG00000100996
U6	ENSDARG00000100934
	ENSDARG00000112298
	ENSDARG00000108467
Metazoa_SRP	ENSDARG00000113506
mir218a-2	ENSDARG00000083023
mir145	ENSDARG00000083100
zgc:163061	ENSDARG00000075538
rbm22	ENSDARG00000010238
ccl34b.1	ENSDARG00000116875
mir133a-1	ENSDARG00000104548
si:dkey-239i20.4	ENSDARG00000114327
	ENSDARG00000110197
TCF4	ENSDARG00000107408
	ENSDARG00000102414
dre-mir-735	ENSDARG00000098887
	ENSDARG00000111723
nop16	ENSDARG00000044402
znf618	ENSDARG00000071469
zmp:0000001268	ENSDARG00000089216
zgc:158343	ENSDARG00000099411
furina	ENSDARG00000062909
C2H1orf35	ENSDARG00000004525
	ENSDARG00000112304
	ENSDARG00000099058
smc3	ENSDARG00000112055
	ENSDARG00000112423
si:ch1073-13h15.3	ENSDARG00000099525
zdhhc21	ENSDARG00000110709
CRHR2	ENSDARG00000062377
si:dkey-103i16.6	ENSDARG00000116729
pdha1b	ENSDARG00000114832
	ENSDARG00000116937
cfap52	ENSDARG00000112494
	ENSDARG00000105974
btbd10b	ENSDARG00000115689
clns1a	ENSDARG00000103027
	ENSDARG00000114227
	ENSDARG00000111068
SRP72	ENSDARG00000014139
	ENSDARG00000104505
arfgap1	ENSDARG00000101616
kif13bb	ENSDARG00000073859
C5H11orf54	ENSDARG00000110147
adamtsl4	ENSDARG00000063407
dhrs13a.2	ENSDARG00000111240
SLC44A2	ENSDARG00000103399
bmp5	ENSDARG00000101701
gig2l	ENSDARG00000091730
cdk4	ENSDARG00000087937
pank1a	ENSDARG00000110385
mgat3b	ENSDARG00000036619
cimap1b	ENSDARG00000116899
	ENSDARG00000110291
5S_rRNA	ENSDARG00000091752
kiss2	ENSDARG00000077985
U1	ENSDARG00000111111
erap2	ENSDARG00000098618
hoxc12b	ENSDARG00000103133
5S_rRNA	ENSDARG00000108417
	ENSDARG00000113748
5S_rRNA	ENSDARG00000108597
akirin1	ENSDARG00000116670
5S_rRNA	ENSDARG00000113426
aggf1	ENSDARG00000060109
	ENSDARG00000102972
5S_rRNA	ENSDARG00000099909
zp3.2	ENSDARG00000115457
	ENSDARG00000101118
tbc1d7	ENSDARG00000029581
cdh2	ENSDARG00000117201
5S_rRNA	ENSDARG00000111003
	ENSDARG00000099194
phf20b	ENSDARG00000111662
	ENSDARG00000108136
june	ENSDARG00000104090
5S_rRNA	ENSDARG00000107807
emc2	ENSDARG00000114541
5S_rRNA	ENSDARG00000083988
	ENSDARG00000114314
casq1a	ENSDARG00000038716
	ENSDARG00000078065
5S_rRNA	ENSDARG00000116733
5S_rRNA	ENSDARG00000106763
coa4	ENSDARG00000109730
U6	ENSDARG00000110800
cox7a2l	ENSDARG00000112758
	ENSDARG00000114682
	ENSDARG00000117109
5S_rRNA	ENSDARG00000108995
ZRANB1	ENSDARG00000060257
U6	ENSDARG00000112813
tfec	ENSDARG00000098745
calcoco1b	ENSDARG00000016391
U6	ENSDARG00000110101
pou1f1	ENSDARG00000110816
U6	ENSDARG00000113290
arl6ip1	ENSDARG00000112340
	ENSDARG00000090267
U6	ENSDARG00000105032
si:ch211-250e5.16	ENSDARG00000116290
U6	ENSDARG00000113709
rilpl2	ENSDARG00000114989
lysmd4	ENSDARG00000113697
5S_rRNA	ENSDARG00000108319
sox4b	ENSDARG00000098834
pla2g3	ENSDARG00000008948
dync1i2b	ENSDARG00000103195
	ENSDARG00000110823
5S_rRNA	ENSDARG00000113381
U2	ENSDARG00000113972
mat2al	ENSDARG00000109637
	ENSDARG00000113806
	ENSDARG00000116145
KCNH2	ENSDARG00000106473
slc25a20	ENSDARG00000040401
pimr153	ENSDARG00000113668
	ENSDARG00000110077
tiprl	ENSDARG00000032353
	ENSDARG00000112521
	ENSDARG00000109452
akt2l	ENSDARG00000103612
abhd6a	ENSDARG00000060756
	ENSDARG00000112976
manba	ENSDARG00000008238
	ENSDARG00000102737
trappc2l	ENSDARG00000111785
gpr160	ENSDARG00000038700
nitr2a	ENSDARG00000043398
tefa	ENSDARG00000109532
	ENSDARG00000113258
	ENSDARG00000115352
cox7a2b	ENSDARG00000110700
strn4	ENSDARG00000102902
or80a10	ENSDARG00000114806
orc4	ENSDARG00000101161
	ENSDARG00000116550
	ENSDARG00000114498
gmcl1	ENSDARG00000020948
gnaia	ENSDARG00000109225
stradb	ENSDARG00000088225
pcp4l1	ENSDARG00000023181
	ENSDARG00000101347
cxcl12b	ENSDARG00000113088
ftr50	ENSDARG00000054153
pbld2	ENSDARG00000110943
GABRB2	ENSDARG00000100032
	ENSDARG00000113009
taar20c1	ENSDARG00000110555
	ENSDARG00000105075
obi1	ENSDARG00000090904
ugt2a4	ENSDARG00000110720
	ENSDARG00000110029
GAA	ENSDARG00000116493
	ENSDARG00000104657
hdhd5	ENSDARG00000105077
adm2a	ENSDARG00000111740
rpl11	ENSDARG00000043509
SHC3	ENSDARG00000098909
KCNIP1	ENSDARG00000102210
	ENSDARG00000098402
	ENSDARG00000114692
pdzd7a	ENSDARG00000109814
edc4	ENSDARG00000114070
	ENSDARG00000116270
	ENSDARG00000112156
	ENSDARG00000113070
si:ch211-245j22.3	ENSDARG00000110924
	ENSDARG00000116052
	ENSDARG00000111458
	ENSDARG00000098843
mterf2	ENSDARG00000086405
guk1a	ENSDARG00000030340
	ENSDARG00000046124
nfil3-3	ENSDARG00000116941
SLC46A2	ENSDARG00000075229
	ENSDARG00000105924
p2ry10	ENSDARG00000112838
ripk2	ENSDARG00000104290
vstm2a	ENSDARG00000021909
thnsl2	ENSDARG00000032584
VDR	ENSDARG00000099483
zgc:174320	ENSDARG00000078810
ube2d3	ENSDARG00000038473
	ENSDARG00000112294
tbcd	ENSDARG00000098749
	ENSDARG00000077746
TNPO2	ENSDARG00000042887
myo1eb	ENSDARG00000109491
hpse	ENSDARG00000112827
ARHGAP18	ENSDARG00000074740
adra2c	ENSDARG00000110072
krt95	ENSDARG00000112655
tmem82	ENSDARG00000113017
rab11fip4b	ENSDARG00000114706
arhgef37	ENSDARG00000115787
	ENSDARG00000112710
ints9	ENSDARG00000067913
	ENSDARG00000115824
mkxb	ENSDARG00000114182
aifm2	ENSDARG00000077549
	ENSDARG00000052876
tdp2b	ENSDARG00000109349
	ENSDARG00000115478
pnp5b	ENSDARG00000099802
	ENSDARG00000111708
gria1a	ENSDARG00000111756
	ENSDARG00000087817
slc38a9	ENSDARG00000032769
tspan2a	ENSDARG00000109292
	ENSDARG00000116588
pdha1a	ENSDARG00000116841
pcyt1ab	ENSDARG00000004492
	ENSDARG00000104858
SLC22A31	ENSDARG00000078882
	ENSDARG00000100377
zfp36l2	ENSDARG00000116819
xylt2	ENSDARG00000059557
lrp8	ENSDARG00000116879
	ENSDARG00000113503
U1	ENSDARG00000116336
MECOM	ENSDARG00000060808
prdm12b	ENSDARG00000007430
	ENSDARG00000102965
U1	ENSDARG00000112012
5S_rRNA	ENSDARG00000083918
U1	ENSDARG00000114264
5S_rRNA	ENSDARG00000081329
5S_rRNA	ENSDARG00000082660
5S_rRNA	ENSDARG00000085602
KIRREL3	ENSDARG00000113833
5S_rRNA	ENSDARG00000106308
5S_rRNA	ENSDARG00000106639
	ENSDARG00000104263
5S_rRNA	ENSDARG00000107182
5S_rRNA	ENSDARG00000081104
zgc:92606	ENSDARG00000114660
5S_rRNA	ENSDARG00000106775
5S_rRNA	ENSDARG00000084279
5S_rRNA	ENSDARG00000115369
si:dkey-88n24.5	ENSDARG00000113320
mrps28	ENSDARG00000114420
5S_rRNA	ENSDARG00000081335
U1	ENSDARG00000110665
5S_rRNA	ENSDARG00000112074
SNORA62	ENSDARG00000081943
5S_rRNA	ENSDARG00000084853
5S_rRNA	ENSDARG00000103888
5S_rRNA	ENSDARG00000110412
5S_rRNA	ENSDARG00000116840
5S_rRNA	ENSDARG00000108693
5S_rRNA	ENSDARG00000109082
5S_rRNA	ENSDARG00000084808
5S_rRNA	ENSDARG00000112418
5S_rRNA	ENSDARG00000110491
5S_rRNA	ENSDARG00000109853
5S_rRNA	ENSDARG00000084594
ttc22	ENSDARG00000109328
5S_rRNA	ENSDARG00000116202
5S_rRNA	ENSDARG00000112306
	ENSDARG00000103384
5S_rRNA	ENSDARG00000081993
5S_rRNA	ENSDARG00000106869
5S_rRNA	ENSDARG00000110735
5S_rRNA	ENSDARG00000085518
U5	ENSDARG00000116013
cnbd1	ENSDARG00000091489
U3	ENSDARG00000113149
5S_rRNA	ENSDARG00000108960
5S_rRNA	ENSDARG00000101092
U6	ENSDARG00000113051
	ENSDARG00000112219
U1	ENSDARG00000114009
U6	ENSDARG00000109987
	ENSDARG00000086888
	ENSDARG00000115852
5S_rRNA	ENSDARG00000112732
5S_rRNA	ENSDARG00000111630
U1	ENSDARG00000117062
5S_rRNA	ENSDARG00000107403
U1	ENSDARG00000111695
5S_rRNA	ENSDARG00000108300
zgc:101715	ENSDARG00000110156
5S_rRNA	ENSDARG00000109196
U6	ENSDARG00000114802
5S_rRNA	ENSDARG00000107892
5S_rRNA	ENSDARG00000107965
5S_rRNA	ENSDARG00000114339
5S_rRNA	ENSDARG00000085284
5S_rRNA	ENSDARG00000108236
5S_rRNA	ENSDARG00000112903
5S_rRNA	ENSDARG00000085469
5S_rRNA	ENSDARG00000113890
5S_rRNA	ENSDARG00000108217
5S_rRNA	ENSDARG00000107560
Metazoa_SRP	ENSDARG00000116384
slc25a6	ENSDARG00000113366
5S_rRNA	ENSDARG00000108732
Metazoa_SRP	ENSDARG00000116328
U6	ENSDARG00000113887
5S_rRNA	ENSDARG00000107164
mir17a-2	ENSDARG00000080742
5S_rRNA	ENSDARG00000102166
Metazoa_SRP	ENSDARG00000115772
dre-mir-430b-2	ENSDARG00000116403
5S_rRNA	ENSDARG00000106810
	ENSDARG00000115437
SNORA70	ENSDARG00000117085
	ENSDARG00000111841
	ENSDARG00000114198
	ENSDARG00000112295
5S_rRNA	ENSDARG00000081487
5S_rRNA	ENSDARG00000110331
5S_rRNA	ENSDARG00000107820
5S_rRNA	ENSDARG00000110084
5S_rRNA	ENSDARG00000080093
map1b	ENSDARG00000113782
hnrnpd	ENSDARG00000109297
	ENSDARG00000103677
5S_rRNA	ENSDARG00000084170
5S_rRNA	ENSDARG00000114677
gmnn	ENSDARG00000113743
U6	ENSDARG00000115367
DYNC2H1	ENSDARG00000113761
5S_rRNA	ENSDARG00000112846
5S_rRNA	ENSDARG00000107595
U1	ENSDARG00000116620
gucy2d	ENSDARG00000111853
nono	ENSDARG00000115783
U6	ENSDARG00000114821
5S_rRNA	ENSDARG00000103835
cntn2	ENSDARG00000110222
U6	ENSDARG00000115223
U6	ENSDARG00000109305
U6	ENSDARG00000111951
	ENSDARG00000082419
	ENSDARG00000116258
U5	ENSDARG00000082842
U6	ENSDARG00000099443
	ENSDARG00000112749
U6	ENSDARG00000100749
5S_rRNA	ENSDARG00000106182
slc35f6	ENSDARG00000114790
	ENSDARG00000113906
U6	ENSDARG00000111703
5S_rRNA	ENSDARG00000100714
	ENSDARG00000080647
U6	ENSDARG00000082380
dre-mir-135a	ENSDARG00000081047
5S_rRNA	ENSDARG00000106436
mir93	ENSDARG00000100982
Metazoa_SRP	ENSDARG00000114352
dre-mir-221	ENSDARG00000091272
	ENSDARG00000090119
Metazoa_SRP	ENSDARG00000114084
tpi1b	ENSDARG00000113061
mir204-1	ENSDARG00000081105
	ENSDARG00000116967
	ENSDARG00000112564
dre-mir-375-2	ENSDARG00000080708
mir135c-2	ENSDARG00000080573
stard14	ENSDARG00000114147
dre-mir-430b-6	ENSDARG00000109380
	ENSDARG00000105164
nudt14	ENSDARG00000111320
zgc:123321	ENSDARG00000113918
hsf5	ENSDARG00000104686
traf4a	ENSDARG00000109586
	ENSDARG00000111454
	ENSDARG00000109261
si:ch211-91p5.3	ENSDARG00000111672
FAM167A	ENSDARG00000103248
	ENSDARG00000109899
	ENSDARG00000102015
	ENSDARG00000116429
CTTN	ENSDARG00000011777
	ENSDARG00000101340
dapk2a	ENSDARG00000109633
	ENSDARG00000109793
	ENSDARG00000113086
dnajc25	ENSDARG00000111375
cdk8	ENSDARG00000110333
5S_rRNA	ENSDARG00000084754
zfyve1	ENSDARG00000078652
ppm1f	ENSDARG00000109839
5S_rRNA	ENSDARG00000106003
wdr38	ENSDARG00000044801
5S_rRNA	ENSDARG00000108422
slc16a1b	ENSDARG00000112326
5S_rRNA	ENSDARG00000108240
zgc:112294	ENSDARG00000010602
cnpy3	ENSDARG00000113471
5S_rRNA	ENSDARG00000106184
	ENSDARG00000114659
5S_rRNA	ENSDARG00000107490
mrasa	ENSDARG00000109738
	ENSDARG00000111992
5S_rRNA	ENSDARG00000100667
ncaph	ENSDARG00000113773
runx1	ENSDARG00000087646
5S_rRNA	ENSDARG00000115918
hmces	ENSDARG00000110218
5S_rRNA	ENSDARG00000116178
5S_rRNA	ENSDARG00000099536
rgcc	ENSDARG00000116965
anxa2b	ENSDARG00000116775
5S_rRNA	ENSDARG00000114104
	ENSDARG00000115257
U5	ENSDARG00000081445
hbl4	ENSDARG00000109644
U3	ENSDARG00000113221
	ENSDARG00000111301
5S_rRNA	ENSDARG00000111241
	ENSDARG00000110614
ndel1b	ENSDARG00000115289
5S_rRNA	ENSDARG00000113838
wasla	ENSDARG00000113629
dhx32a	ENSDARG00000077461
U6	ENSDARG00000110310
	ENSDARG00000114196
U1	ENSDARG00000098961
	ENSDARG00000112765
heyl	ENSDARG00000112770
5S_rRNA	ENSDARG00000108279
	ENSDARG00000108332
	ENSDARG00000113931
	ENSDARG00000116406
	ENSDARG00000112701
mir430c-1	ENSDARG00000115901
	ENSDARG00000113041
mir181b-1	ENSDARG00000081145
mhc1zfa	ENSDARG00000088022
pth2ra	ENSDARG00000112414
	ENSDARG00000116111
comtb	ENSDARG00000111678
	ENSDARG00000060655
aars1	ENSDARG00000113882
	ENSDARG00000114547
amer1	ENSDARG00000079624
lias	ENSDARG00000112666
oca2	ENSDARG00000114560
	ENSDARG00000099070
	ENSDARG00000110799
cyb5d1	ENSDARG00000056007
rgl1	ENSDARG00000114367
gtf3c4	ENSDARG00000112982
zdhhc2	ENSDARG00000110118
stc2a	ENSDARG00000109468
	ENSDARG00000116238
wu:fc33b09	ENSDARG00000104246
hacd3	ENSDARG00000112437
	ENSDARG00000110666
	ENSDARG00000114450
	ENSDARG00000111086
cfap20dc	ENSDARG00000109451
atp6v0a2b	ENSDARG00000113695
polr3b	ENSDARG00000113895
cd83	ENSDARG00000112724
add3b	ENSDARG00000114699
slc3a2a	ENSDARG00000112231
	ENSDARG00000110112
zgc:162858	ENSDARG00000098990
vtg7	ENSDARG00000113334
